Tool,Seq1,Seq2,Inputfile_ID,start_pos1,start_pos2,Insertions,Deletions,Mismatches,Is_Inverse,Seq2_Is_Translocated,Total_Length
mumer,NC_004431.1,CP041955.1,3,2489897,3120470,4,111,1194,False,False,30853
mumer,NC_004431.1,CP041955.1,3,2521143,3151592,0,0,78,False,False,4543
mumer,NC_004431.1,CP041955.1,3,2525683,3156335,0,0,105,False,False,2556
mumer,NC_004431.1,CP041955.1,3,2528427,3158907,1,15,348,False,False,15408
mumer,NC_004431.1,CP041955.1,3,2544213,3174679,0,0,22,False,False,374
mumer,NC_004431.1,CP041955.1,3,2544584,3176188,6,7,490,False,False,5251
mumer,NC_004431.1,CP041955.1,3,2550282,3181853,2,2,499,False,False,26676
mumer,NC_004431.1,CP041955.1,3,2576955,3209159,15,0,23,False,False,454
mumer,NC_004431.1,CP041955.1,3,2577393,3210617,5,51,1427,False,False,51498
mumer,NC_004431.1,CP041955.1,3,2630262,3263434,62,5,339,False,False,6185
mumer,NC_004431.1,CP041955.1,3,2636471,3269961,0,0,211,False,False,7773
mumer,NC_004431.1,CP041955.1,3,2644172,3277845,8,16,819,False,False,24744
mumer,NC_004431.1,CP041955.1,3,2669055,3304069,2,18,179,False,False,3435
mumer,NC_004431.1,CP041955.1,3,2672505,3310047,2,0,643,False,False,32628
mumer,NC_004431.1,CP041955.1,3,2705158,3343677,1,0,198,False,False,7385
mumer,NC_004431.1,CP041955.1,3,2712713,3350960,2,64,626,False,False,18245
mumer,NC_004431.1,CP041955.1,3,2737470,3375378,1,1,57,False,False,288
mumer,NC_004431.1,CP041955.1,3,2738295,3376317,4,6,245,False,False,5490
mumer,NC_004431.1,CP041955.1,3,2744550,3382573,0,0,0,False,False,66
mumer,NC_004431.1,CP041955.1,3,2744620,3385637,0,0,51,False,False,2180
mumer,NC_004431.1,CP041955.1,3,2761355,3393375,7,9,1102,False,False,35315
mumer,NC_004431.1,CP041955.1,3,2796651,3430018,7,19,708,False,True,21954
mumer,NC_004431.1,CP041955.1,3,2802286,1613863,0,0,0,False,False,116
mumer,NC_004431.1,CP041955.1,3,2818601,3452914,1,1,232,False,False,4980
mumer,NC_004431.1,CP041955.1,3,2823576,3458035,0,0,31,False,False,979
mumer,NC_004431.1,CP041955.1,3,2824602,3459931,2,0,141,False,False,2502
mumer,NC_004431.1,CP041955.1,3,2827142,3463842,37,16,1223,False,False,44630
mumer,NC_004431.1,CP041955.1,3,2871776,3522270,0,2,601,False,False,20725
mumer,NC_004431.1,CP041955.1,3,2904509,3543340,6,0,485,False,False,17667
mumer,NC_004431.1,CP041955.1,3,2921976,3561138,2,7,106,False,False,2698
mumer,NC_004431.1,CP041955.1,3,2924721,3563997,0,1,121,False,False,5857
mumer,NC_004431.1,CP041955.1,3,2930580,3569946,0,0,99,False,False,5352
mumer,NC_004431.1,CP041955.1,3,2936133,3580629,1,0,16,False,False,543
mumer,NC_004431.1,CP041955.1,3,2936786,3581171,1,1,389,False,False,10292
mumer,NC_004431.1,CP041955.1,3,2947091,3591610,4,24,705,False,False,30039
mumer,NC_004431.1,CP041955.1,3,2977127,3621802,15,22,629,False,False,31894
mumer,NC_004431.1,CP041955.1,3,2988753,4507099,23,101,50,False,True,5276
mumer,NC_004431.1,CP041955.1,3,2988749,4347280,2,3,23,False,False,3244
mumer,NC_004431.1,CP041955.1,3,2988721,4548478,2,2,17,False,True,541
mumer,NC_004431.1,CP041955.1,3,2988750,3832780,14,4,24,False,False,3255
mumer,NC_004431.1,CP041955.1,3,2988721,4696969,4,3,19,False,False,1491
mumer,NC_004431.1,CP041955.1,3,2988750,4790616,21,102,52,False,True,5460
mumer,NC_004431.1,CP041955.1,3,2989497,4549015,16,14,48,False,False,4708
mumer,NC_004431.1,CP041955.1,3,2992260,4700419,3,11,17,False,True,1932
mumer,NC_004431.1,CP041955.1,3,2992260,3836306,2,11,16,False,False,1748
mumer,NC_004431.1,CP041955.1,3,2992260,4350796,4,11,17,False,True,1750
mumer,NC_004431.1,CP041955.1,3,3009020,3653800,6,2,324,False,True,9680
mumer,NC_004431.1,CP041955.1,3,3026278,2911920,1,0,7,False,False,723
mumer,NC_004431.1,CP041955.1,3,3026987,3733496,2,0,88,False,True,743
mumer,NC_004431.1,CP041955.1,3,3026987,2712335,1,1,203,False,False,4507
mumer,NC_004431.1,CP041955.1,3,3028161,3734690,1,1,158,False,True,3333
mumer,NC_004431.1,CP041955.1,3,3031722,2717046,2,1,123,False,False,1550
mumer,NC_004431.1,CP041955.1,3,3031722,3738227,3,2,86,False,True,1499
mumer,NC_004431.1,CP041955.1,3,3049754,2732422,0,0,54,False,False,561
mumer,NC_004431.1,CP041955.1,3,3050825,2733034,0,0,40,False,False,460
mumer,NC_004431.1,CP041955.1,3,3054056,3758213,0,0,71,False,False,1584
mumer,NC_004431.1,CP041955.1,3,3055761,3759930,0,0,19,False,False,809
mumer,NC_004431.1,CP041955.1,3,3056566,3761385,0,0,28,False,False,1127
mumer,NC_004431.1,CP041955.1,3,3057629,3762493,2,2,26,False,False,1296
mumer,NC_004431.1,CP041955.1,3,3060870,3765322,0,0,70,False,True,2085
mumer,NC_004431.1,CP041955.1,3,3066943,3663295,0,0,17,False,False,183
mumer,NC_004431.1,CP041955.1,3,3067511,3674180,3,0,383,False,False,11692
mumer,NC_004431.1,CP041955.1,3,3081145,3685949,1,4,359,False,False,13559
mumer,NC_004431.1,CP041955.1,3,3096809,3699561,0,0,64,False,False,3730
mumer,NC_004431.1,CP041955.1,3,3100246,3703271,4,1,20,False,False,436
mumer,NC_004431.1,CP041955.1,3,3100246,3703686,2,1,14,False,True,214
mumer,NC_004431.1,CP041955.1,3,3100658,3703406,0,0,3,False,False,300
mumer,NC_004431.1,CP041955.1,3,3100938,3703820,0,5,415,False,False,16594
mumer,NC_004431.1,CP041955.1,3,3117629,3720410,0,0,103,False,False,3198
mumer,NC_004431.1,CP041955.1,3,3123244,3727901,0,1,387,False,False,13866
mumer,NC_004431.1,CP041955.1,3,3137623,3741813,4,1,363,False,False,9993
mumer,NC_004431.1,CP041955.1,3,3149717,3751864,1,7,288,False,False,11124
mumer,NC_004431.1,CP041955.1,3,3161103,3772601,4,1,636,False,False,16137
mumer,NC_004431.1,CP041955.1,3,3177271,3789609,1,1,59,False,False,1139
mumer,NC_004431.1,CP041955.1,3,3181368,3791143,0,1,113,False,False,4814
mumer,NC_004431.1,CP041955.1,3,3186236,3796647,4,52,705,False,False,34499
mumer,NC_004431.1,CP041955.1,3,3220730,3831255,1,1,32,False,False,1662
mumer,NC_004431.1,CP041955.1,3,3222089,3832834,0,0,0,False,False,83
mumer,NC_004431.1,CP041955.1,3,3255079,3832988,0,1,633,False,False,28553
mumer,NC_004431.1,CP041955.1,3,3284336,3861532,0,0,234,False,False,10945
mumer,NC_004431.1,CP041955.1,3,3295426,3901331,1,1,423,False,False,13444
mumer,NC_004431.1,CP041955.1,3,3308841,3914926,0,1,524,False,False,21037
mumer,NC_004431.1,CP041955.1,3,3330586,3935960,0,0,226,False,False,8737
mumer,NC_004431.1,CP041955.1,3,3339322,3944815,0,0,86,False,False,2634
mumer,NC_004431.1,CP041955.1,3,3342077,3948471,42,2,443,False,False,15654
mumer,NC_004431.1,CP041955.1,3,3357703,3968473,10,2,74,False,False,3846
mumer,NC_004431.1,CP041955.1,3,3361505,3972451,1,0,45,False,False,3796
mumer,NC_004431.1,CP041955.1,3,3368742,3976553,0,0,33,False,False,1161
mumer,NC_004431.1,CP041955.1,3,3369894,3978355,0,0,123,False,False,3400
mumer,NC_004431.1,CP041955.1,3,3374713,3981989,2,0,174,False,False,4233
mumer,NC_004431.1,CP041955.1,3,3379878,3986281,2,14,209,False,False,10005
mumer,NC_004431.1,CP041955.1,3,3390039,3996440,87,2,394,False,False,16349
mumer,NC_004431.1,CP041955.1,3,3406177,4344594,0,0,12,False,False,238
mumer,NC_004431.1,CP041955.1,3,3408002,4759384,2,2,126,False,True,1299
mumer,NC_004431.1,CP041955.1,3,3410390,3011021,2,0,27,False,False,2458
mumer,NC_004431.1,CP041955.1,3,3410391,4839174,1,0,28,False,True,2457
mumer,NC_004431.1,CP041955.1,3,3410454,2914604,0,0,26,False,True,676
mumer,NC_004431.1,CP041955.1,3,3410682,2857887,0,0,11,False,True,306
mumer,NC_004431.1,CP041955.1,3,3425888,690016,0,17,5,False,False,1209
mumer,NC_004431.1,CP041955.1,3,3425888,1802311,0,0,6,False,False,941
mumer,NC_004431.1,CP041955.1,3,3425888,1947845,1,0,5,False,True,827
mumer,NC_004431.1,CP041955.1,3,3426825,1822812,0,0,2,False,True,272
mumer,NC_004431.1,CP041955.1,3,3426828,1804474,0,0,2,False,False,269
mumer,NC_004431.1,CP041955.1,3,3427097,4164839,0,0,1,False,True,83
mumer,NC_004431.1,CP041955.1,3,3427098,4144476,0,0,6,False,True,1191
mumer,NC_004431.1,CP041955.1,3,3428287,3013298,1,0,0,False,False,182
mumer,NC_004431.1,CP041955.1,3,3428529,4146581,0,0,0,False,True,184
mumer,NC_004431.1,CP041955.1,3,3439212,2870031,1,0,19,False,True,516
mumer,NC_004431.1,CP041955.1,3,3439727,1966373,1,1,39,False,False,796
mumer,NC_004431.1,CP041955.1,3,3440521,1997250,0,0,0,False,True,65
mumer,NC_004431.1,CP041955.1,3,3441176,117290,10,1,56,False,False,782
mumer,NC_004431.1,CP041955.1,3,3441178,3005911,8,0,56,False,True,778
mumer,NC_004431.1,CP041955.1,3,3454679,1971909,0,0,28,False,False,386
mumer,NC_004431.1,CP041955.1,3,3460977,1972961,0,0,19,False,True,9574
mumer,NC_004431.1,CP041955.1,3,3480167,1942998,0,0,16,False,False,209
mumer,NC_004431.1,CP041955.1,3,3480231,2883608,0,0,72,False,False,668
mumer,NC_004431.1,CP041955.1,3,3482089,4145341,0,0,75,False,True,1205
mumer,NC_004431.1,CP041955.1,3,3483248,2915284,0,0,17,False,False,419
mumer,NC_004431.1,CP041955.1,3,3482123,4840086,1,0,90,False,True,1545
mumer,NC_004431.1,CP041955.1,3,3483869,1825688,2,2,95,False,False,1415
mumer,NC_004431.1,CP041955.1,3,3485586,1827424,0,3,20,False,False,265
mumer,NC_004431.1,CP041955.1,3,3486434,1828048,8,9,58,False,False,612
mumer,NC_004431.1,CP041955.1,3,3490514,2005115,0,0,40,False,True,969
mumer,NC_004431.1,CP041955.1,3,3490514,1831424,1,0,34,False,False,970
mumer,NC_004431.1,CP041955.1,3,3493764,2008128,2,3,93,False,True,1175
mumer,NC_004431.1,CP041955.1,3,3493764,1837025,2,3,99,False,False,1175
mumer,NC_004431.1,CP041955.1,3,3503835,1838423,2,4,59,False,False,997
mumer,NC_004431.1,CP041955.1,3,3504942,1839804,0,0,42,False,False,1186
mumer,NC_004431.1,CP041955.1,3,3504823,4804764,7,6,88,False,True,1349
mumer,NC_004431.1,CP041955.1,3,3504864,2015010,0,0,52,False,True,1264
mumer,NC_004431.1,CP041955.1,3,3506691,1841003,2,2,109,False,False,1090
mumer,NC_004431.1,CP041955.1,3,3506815,4806124,4,1,249,False,True,2471
mumer,NC_004431.1,CP041955.1,3,3507297,2016857,1,6,168,False,True,1986
mumer,NC_004431.1,CP041955.1,3,3511115,1825452,0,0,28,False,False,218
mumer,NC_004431.1,CP041955.1,3,3530467,4012936,1,0,106,False,False,2130
mumer,NC_004431.1,CP041955.1,3,3534217,4029905,0,23,709,False,False,38244
mumer,NC_004431.1,CP041955.1,3,3572461,4068359,1,1,230,False,False,10378
mumer,NC_004431.1,CP041955.1,3,3590585,4078798,0,1,97,False,False,6565
mumer,NC_004431.1,CP041955.1,3,3597155,4086289,0,0,83,False,False,3443
mumer,NC_004431.1,CP041955.1,3,3601909,4089913,0,0,26,False,False,1084
mumer,NC_004431.1,CP041955.1,3,3610299,4091050,0,0,152,False,False,8074
mumer,NC_004431.1,CP041955.1,3,3622071,4099161,0,0,62,False,False,1706
mumer,NC_004431.1,CP041955.1,3,3629608,4101357,0,0,28,False,False,1256
mumer,NC_004431.1,CP041955.1,3,3630938,4107742,1,1,174,False,False,3192
mumer,NC_004431.1,CP041955.1,3,3633772,4110952,1,2,179,False,False,6048
mumer,NC_004431.1,CP041955.1,3,3641660,4116998,0,0,37,False,False,2160
mumer,NC_004431.1,CP041955.1,3,3643884,4119323,3,5,724,False,False,28049
mumer,NC_004431.1,CP041955.1,3,3671845,4147482,0,0,101,False,False,2769
mumer,NC_004431.1,CP041955.1,3,3674613,4150575,91,8,544,False,False,18130
mumer,NC_004431.1,CP041955.1,3,3692692,4170126,10,6,418,False,False,14646
mumer,NC_004431.1,CP041955.1,3,3707389,4186368,4,0,10,False,False,139
mumer,NC_004431.1,CP041955.1,3,3707494,4186984,2,0,408,False,False,16915
mumer,NC_004431.1,CP041955.1,3,3724398,4204667,0,0,61,False,False,2219
mumer,NC_004431.1,CP041955.1,3,3726716,4212370,1,1,161,False,False,6369
mumer,NC_004431.1,CP041955.1,3,3733129,4219388,2,4,582,False,True,30934
mumer,NC_004431.1,CP041955.1,3,3751846,1023382,0,0,0,False,True,77
mumer,NC_004431.1,CP041955.1,3,3751846,1023272,0,0,0,False,False,77
mumer,NC_004431.1,CP041955.1,3,3751846,1023492,0,0,0,False,False,77
mumer,NC_004431.1,CP041955.1,3,3764067,4250470,1,6,85,False,False,6275
mumer,NC_004431.1,CP041955.1,3,3770336,4258394,1,0,470,False,False,23814
mumer,NC_004431.1,CP041955.1,3,3794167,4292942,2,2,197,False,False,5489
mumer,NC_004431.1,CP041955.1,3,3799729,4300187,10,4,336,False,False,15888
mumer,NC_004431.1,CP041955.1,3,3815543,4316281,0,0,237,False,False,14923
mumer,NC_004431.1,CP041955.1,3,3839144,4331313,0,0,109,False,False,5311
mumer,NC_004431.1,CP041955.1,3,3845823,4337677,0,0,261,False,False,9214
mumer,NC_004431.1,CP041955.1,3,3855007,4347029,0,0,3,False,False,143
mumer,NC_004431.1,CP041955.1,3,3854987,4548478,4,0,13,False,True,539
mumer,NC_004431.1,CP041955.1,3,3855019,4507101,17,0,26,False,True,3252
mumer,NC_004431.1,CP041955.1,3,3854983,3633393,2,2,21,False,False,3273
mumer,NC_004431.1,CP041955.1,3,3855019,4347286,2,2,20,False,True,3315
mumer,NC_004431.1,CP041955.1,3,3855014,3832780,12,1,28,False,False,3330
mumer,NC_004431.1,CP041955.1,3,3855007,4696991,2,0,21,False,False,1466
mumer,NC_004431.1,CP041955.1,3,3855014,4790616,14,1,25,False,True,3254
mumer,NC_004431.1,CP041955.1,3,3855760,4549016,9,0,20,False,False,2477
mumer,NC_004431.1,CP041955.1,3,3856575,4698457,9,1,8,False,False,1766
mumer,NC_004431.1,CP041955.1,3,3858331,4793842,2,0,11,False,True,1949
mumer,NC_004431.1,CP041955.1,3,3858331,4510326,1,2,13,False,False,2039
mumer,NC_004431.1,CP041955.1,3,3858331,4551492,0,0,0,False,True,174
mumer,NC_004431.1,CP041955.1,3,3858537,4350793,4,27,1364,False,True,72552
mumer,NC_004431.1,CP041955.1,3,3858525,3636917,0,0,13,False,False,1753
mumer,NC_004431.1,CP041955.1,3,3858537,3836303,0,1,12,False,False,1832
mumer,NC_004431.1,CP041955.1,3,3858537,4700416,1,1,10,False,True,1742
mumer,NC_004431.1,CP041955.1,3,3858525,4551772,2,1,14,False,True,1755
mumer,NC_004431.1,CP041955.1,3,3901531,4543144,0,0,13,False,True,1186
mumer,NC_004431.1,CP041955.1,3,3931115,4428560,0,2,376,False,False,7555
mumer,NC_004431.1,CP041955.1,3,3938685,4436258,3,78,504,False,False,21888
mumer,NC_004431.1,CP041955.1,3,3961350,4458111,2,0,246,False,False,8718
mumer,NC_004431.1,CP041955.1,3,3970060,4467077,2,17,668,False,False,20086
mumer,NC_004431.1,CP041955.1,3,4000114,4487756,1,0,171,False,False,11536
mumer,NC_004431.1,CP041955.1,3,4015133,4499348,0,0,87,False,False,3070
mumer,NC_004431.1,CP041955.1,3,4018230,4502576,14,7,1056,False,False,28930
mumer,NC_004431.1,CP041955.1,3,4047325,4531511,8,0,356,False,False,10326
mumer,NC_004431.1,CP041955.1,3,4063464,4548408,0,1,178,False,False,5230
mumer,NC_004431.1,CP041955.1,3,4070353,4559039,0,4,53,False,True,2962
mumer,NC_004431.1,CP041955.1,3,4072777,803275,3,3,97,False,False,492
mumer,NC_004431.1,CP041955.1,3,4073288,4562147,1,1,275,False,False,8567
mumer,NC_004431.1,CP041955.1,3,4081836,4571125,1,1,16,False,False,183
mumer,NC_004431.1,CP041955.1,3,4082020,4572993,17,2,98,False,False,1488
mumer,NC_004431.1,CP041955.1,3,4083524,4575413,3,0,31,False,False,1420
mumer,NC_004431.1,CP041955.1,3,4093995,4576868,31,7,1071,False,True,45059
mumer,NC_004431.1,CP041955.1,3,4104920,2501518,0,0,62,False,False,1454
mumer,NC_004431.1,CP041955.1,3,4139101,4621513,91,48,1118,False,False,42665
mumer,NC_004431.1,CP041955.1,3,4183373,4664898,4,4,559,False,False,5888
mumer,NC_004431.1,CP041955.1,3,4189303,4674973,0,0,50,False,False,1644
mumer,NC_004431.1,CP041955.1,3,4192323,4676625,2,3,191,False,False,5372
mumer,NC_004431.1,CP041955.1,3,4197725,4691020,0,0,97,False,False,4043
mumer,NC_004431.1,CP041955.1,3,4201972,4695079,4,4,125,False,False,2732
mumer,NC_004431.1,CP041955.1,3,4211378,4697817,6,0,196,False,False,3972
mumer,NC_004431.1,CP041955.1,3,4215365,4701960,1,3,448,False,False,12513
mumer,NC_004431.1,CP041955.1,3,4227892,4714603,0,0,95,False,False,1946
mumer,NC_004431.1,CP041955.1,3,4239382,4728247,3,3,216,False,False,9331
mumer,NC_004431.1,CP041955.1,3,4249006,4739196,0,0,269,False,False,9306
mumer,NC_004431.1,CP041955.1,3,4258311,4748633,1,1,142,False,False,4725
mumer,NC_004431.1,CP041955.1,3,4270282,4753384,4,2,172,False,True,7300
mumer,NC_004431.1,CP041955.1,3,4283349,3433980,8,0,70,False,True,771
mumer,NC_004431.1,CP041955.1,3,4283351,2830485,8,0,53,False,True,768
mumer,NC_004431.1,CP041955.1,3,4283351,1223079,8,0,52,False,False,770
mumer,NC_004431.1,CP041955.1,3,4283351,1836314,8,0,52,False,False,769
mumer,NC_004431.1,CP041955.1,3,4283351,4168757,8,0,27,False,True,768
mumer,NC_004431.1,CP041955.1,3,4283351,4118657,8,1,6,False,False,768
mumer,NC_004431.1,CP041955.1,3,4283351,4150079,8,0,4,False,True,770
mumer,NC_004431.1,CP041955.1,3,4283351,1948672,8,0,13,False,True,768
mumer,NC_004431.1,CP041955.1,3,4283351,1811510,8,0,68,False,False,768
mumer,NC_004431.1,CP041955.1,3,4283350,4186280,8,0,9,False,True,769
mumer,NC_004431.1,CP041955.1,3,4283351,716870,8,1,67,False,False,768
mumer,NC_004431.1,CP041955.1,3,4283351,4687828,9,2,71,False,True,788
mumer,NC_004431.1,CP041955.1,3,4283351,2567704,8,0,68,False,True,768
mumer,NC_004431.1,CP041955.1,3,4283351,1867190,8,0,68,False,False,768
mumer,NC_004431.1,CP041955.1,3,4283351,2967112,8,0,68,False,True,768
mumer,NC_004431.1,CP041955.1,3,4283351,2067107,8,0,68,False,False,768
mumer,NC_004431.1,CP041955.1,3,4283351,4203899,8,0,68,False,False,768
mumer,NC_004431.1,CP041955.1,3,4283351,4760682,8,0,74,False,True,768
mumer,NC_004431.1,CP041955.1,3,4283351,85594,8,0,72,False,False,769
mumer,NC_004431.1,CP041955.1,3,4291622,695419,0,2,32,False,False,337
mumer,NC_004431.1,CP041955.1,3,4291942,3033356,0,0,7,False,True,1243
mumer,NC_004431.1,CP041955.1,3,4291959,1803250,0,0,6,False,False,1226
mumer,NC_004431.1,CP041955.1,3,4294157,1997835,0,0,10,False,False,159
mumer,NC_004431.1,CP041955.1,3,4303577,2902828,7,5,92,False,False,2092
mumer,NC_004431.1,CP041955.1,3,4329326,2905579,1,1,11,False,False,166
mumer,NC_004431.1,CP041955.1,3,4329620,4796124,2,3,75,False,False,916
mumer,NC_004431.1,CP041955.1,3,4330662,4797202,25,16,514,False,True,9946
mumer,NC_004431.1,CP041955.1,3,4337209,2013956,2,1,151,False,True,2317
mumer,NC_004431.1,CP041955.1,3,4338337,1839800,1,0,57,False,False,1188
mumer,NC_004431.1,CP041955.1,3,4339585,2016417,3,0,33,False,True,369
mumer,NC_004431.1,CP041955.1,3,4339585,1841133,4,2,110,False,False,1107
mumer,NC_004431.1,CP041955.1,3,4340665,4807495,4,0,9,False,True,1287
mumer,NC_004431.1,CP041955.1,3,4340665,2017738,0,0,87,False,False,1099
mumer,NC_004431.1,CP041955.1,3,4343013,4810674,8,7,451,False,False,12601
mumer,NC_004431.1,CP041955.1,3,4356987,4823256,0,0,67,False,False,2264
mumer,NC_004431.1,CP041955.1,3,4359406,4826209,0,0,48,False,False,2565
mumer,NC_004431.1,CP041955.1,3,4362019,4829366,0,0,120,False,False,4233
mumer,NC_004431.1,CP041955.1,3,4366301,4837020,1,4,361,False,False,10917
mumer,NC_004431.1,CP041955.1,3,4377838,4848556,0,1,151,False,True,7629
mumer,NC_004431.1,CP041955.1,3,4379320,3308396,0,0,9,False,True,101
mumer,NC_004431.1,CP041955.1,3,4385467,1,5,7,411,False,False,13218
mumer,NC_004431.1,CP041955.1,3,4398851,13383,1,7,71,False,False,885
mumer,NC_004431.1,CP041955.1,3,4399753,17357,5,1,306,False,False,9837
mumer,NC_004431.1,CP041955.1,3,4409584,27284,110,10,1096,False,False,51297
mumer,NC_004431.1,CP041955.1,3,4442481,302445,90,5,43,False,True,4729
mumer,NC_004431.1,CP041955.1,3,4442475,153808,3,2,20,False,False,1955
mumer,NC_004431.1,CP041955.1,3,4442694,343911,10,6,48,False,True,5065
mumer,NC_004431.1,CP041955.1,3,4444615,156041,0,2,3,False,False,1689
mumer,NC_004431.1,CP041955.1,3,4444615,1020154,4,5,29,False,True,3376
mumer,NC_004431.1,CP041955.1,3,4446408,157728,2,3,24,False,False,1457
mumer,NC_004431.1,CP041955.1,3,4447358,307168,2,2,13,False,True,507
mumer,NC_004431.1,CP041955.1,3,4460838,79415,5,41,889,False,False,33551
mumer,NC_004431.1,CP041955.1,3,4482768,4099361,0,0,0,False,False,89
mumer,NC_004431.1,CP041955.1,3,4482769,4099597,0,0,0,False,True,88
mumer,NC_004431.1,CP041955.1,3,4482770,4099478,0,0,1,False,True,87
mumer,NC_004431.1,CP041955.1,3,4496936,112925,1,8,176,False,False,5970
mumer,NC_004431.1,CP041955.1,3,4503943,119032,0,0,39,False,False,2086
mumer,NC_004431.1,CP041955.1,3,4507633,121945,10,0,325,False,False,9703
mumer,NC_004431.1,CP041955.1,3,4517352,131793,0,0,74,False,False,2259
mumer,NC_004431.1,CP041955.1,3,4535670,134112,0,0,33,False,False,1823
mumer,NC_004431.1,CP041955.1,3,4543089,135978,1,1,184,False,False,10068
mumer,NC_004431.1,CP041955.1,3,4553157,146137,11,5,216,False,True,11596
mumer,NC_004431.1,CP041955.1,3,4560828,60174,3,1,8,False,False,1964
mumer,NC_004431.1,CP041955.1,3,4560834,302445,3,2,13,False,False,1958
mumer,NC_004431.1,CP041955.1,3,4560865,1217333,1,3,17,False,True,1922
mumer,NC_004431.1,CP041955.1,3,4561048,343911,2,1,4,False,False,1743
mumer,NC_004431.1,CP041955.1,3,4561048,503650,6,9,58,False,False,5264
mumer,NC_004431.1,CP041955.1,3,4561048,1018142,13,7,46,False,False,5270
mumer,NC_004431.1,CP041955.1,3,4563061,1219521,1,3,10,False,True,1286
mumer,NC_004431.1,CP041955.1,3,4563061,62316,15,6,39,False,False,3259
mumer,NC_004431.1,CP041955.1,3,4563061,345832,19,6,43,False,True,3144
mumer,NC_004431.1,CP041955.1,3,4563061,304666,11,4,32,False,True,2508
mumer,NC_004431.1,CP041955.1,3,4564846,157728,2,2,25,False,False,1490
mumer,NC_004431.1,CP041955.1,3,4566333,159381,8,11,316,False,False,15623
mumer,NC_004431.1,CP041955.1,3,4582008,175165,0,1,116,False,False,6937
mumer,NC_004431.1,CP041955.1,3,4597588,195092,0,0,92,False,False,2953
mumer,NC_004431.1,CP041955.1,3,4603213,198733,2,4,41,False,False,512
mumer,NC_004431.1,CP041955.1,3,4603748,199842,1,0,163,False,False,6710
mumer,NC_004431.1,CP041955.1,3,4607923,2376334,9,9,171,False,True,956
mumer,NC_004431.1,CP041955.1,3,4610449,207022,0,0,3,False,False,149
mumer,NC_004431.1,CP041955.1,3,4610588,207296,0,0,14,False,False,349
mumer,NC_004431.1,CP041955.1,3,4612770,212729,2,14,318,False,False,13281
mumer,NC_004431.1,CP041955.1,3,4613967,214100,0,0,11,False,True,225
mumer,NC_004431.1,CP041955.1,3,4614243,213916,0,0,4,False,False,133
mumer,NC_004431.1,CP041955.1,3,4614249,214106,0,0,0,False,False,127
mumer,NC_004431.1,CP041955.1,3,4626002,242490,0,38,517,False,False,21616
mumer,NC_004431.1,CP041955.1,3,4647625,264201,0,0,132,False,False,4212
mumer,NC_004431.1,CP041955.1,3,4659477,268612,1,15,683,False,False,20935
mumer,NC_004431.1,CP041955.1,3,4680415,289832,0,0,136,False,False,4538
mumer,NC_004431.1,CP041955.1,3,4688054,294424,0,0,45,False,False,2631
mumer,NC_004431.1,CP041955.1,3,4693387,297129,4,10,195,False,True,10051
mumer,NC_004431.1,CP041955.1,3,4698703,153814,1,10,11,False,False,1965
mumer,NC_004431.1,CP041955.1,3,4698917,1018142,0,10,9,False,False,1750
mumer,NC_004431.1,CP041955.1,3,4698734,1217333,4,23,55,False,True,5454
mumer,NC_004431.1,CP041955.1,3,4698917,343911,11,97,38,False,True,5272
mumer,NC_004431.1,CP041955.1,3,4698703,60180,9,98,41,False,False,5487
mumer,NC_004431.1,CP041955.1,3,4700932,505664,2,11,24,False,True,3252
mumer,NC_004431.1,CP041955.1,3,4700932,156041,0,1,7,False,False,1688
mumer,NC_004431.1,CP041955.1,3,4700932,1020154,5,3,22,False,True,3254
mumer,NC_004431.1,CP041955.1,3,4702724,157728,4,2,20,False,False,1490
mumer,NC_004431.1,CP041955.1,3,4704158,307822,0,2,143,False,False,7722
mumer,NC_004431.1,CP041955.1,3,4707720,2614714,0,0,2,False,False,85
mumer,NC_004431.1,CP041955.1,3,4707720,2615008,0,0,2,False,True,85
mumer,NC_004431.1,CP041955.1,3,4708193,461230,0,0,15,False,True,1186
mumer,NC_004431.1,CP041955.1,3,4711901,315684,0,0,93,False,False,9852
mumer,NC_004431.1,CP041955.1,3,4721780,326483,6,0,328,False,False,11472
mumer,NC_004431.1,CP041955.1,3,4733706,338436,76,9,488,False,True,17898
mumer,NC_004431.1,CP041955.1,3,4739183,60394,2,1,15,False,False,2384
mumer,NC_004431.1,CP041955.1,3,4741104,156041,1,1,16,False,False,1688
mumer,NC_004431.1,CP041955.1,3,4740956,304519,1,3,28,False,False,2654
mumer,NC_004431.1,CP041955.1,3,4741104,1020154,4,5,40,False,True,3253
mumer,NC_004431.1,CP041955.1,3,4751550,358814,0,0,188,False,False,4705
mumer,NC_004431.1,CP041955.1,3,4757271,363714,1,2,102,False,False,2538
mumer,NC_004431.1,CP041955.1,3,4766125,366336,0,0,42,False,False,904
mumer,NC_004431.1,CP041955.1,3,4767035,367378,57,74,229,False,False,9452
mumer,NC_004431.1,CP041955.1,3,4776425,378548,12,1,169,False,False,8004
mumer,NC_004431.1,CP041955.1,3,4784430,388417,2,3,182,False,False,7655
mumer,NC_004431.1,CP041955.1,3,4792235,397774,1,0,80,False,False,2475
mumer,NC_004431.1,CP041955.1,3,4802033,400315,0,0,43,False,False,1433
mumer,NC_004431.1,CP041955.1,3,4804175,401788,1,1,121,False,False,1093
mumer,NC_004431.1,CP041955.1,3,4806850,403053,0,0,36,False,False,1270
